year	band	in_herit_analysis	in_18_19_exp	in_epp_analysis	exclude	unsamp_egg	soc_un	soc_box	soc_uby	laid_un	laid_box	laid_ub	lay_clutch	gen_dad_uby	soc_mal_x	soc_mal_y	gen_mal_x	gen_mal_y	dist_soc_gen	soc_ci	gen_ci	offset_soc_gen	sex	soc_mal_caught	type	both_parent_knwn	in_xfost_exp	raised_nest	soc_mom	gen_mom	soc_dad_raised	soc_dad_laid	gen_dad	d12_mass	d12_wing	d12_head	d12_bgluc	d12_sgluc	d12_dgluc	d15_acgluc	d12_lat	d12_time	d15_mass	d15_time	d12_base	d12_stress	d12_dex	d15_acth	note
2017	999999997	no		yes		no	1	38	1_38_2017	1	38	1_38_2017	5		379554	4706678				135				no	UNK	no	no	home	272106705	272106705																			
2017	egg_001	no		yes		yes	1	17	1_17_2017	1	17	1_17_2017	4		379629	4706700																																	
2017	egg_002	no		yes		yes	1	26	1_26_2017	1	26	1_26_2017	5		379607	4706788																																	
2017	egg_003	no		yes		yes	1	28	1_28_2017	1	28	1_28_2017	5		379595	4706815																																	
2017	egg_004	no		yes		yes	1	28	1_28_2017	1	28	1_28_2017	5		379595	4706815																																	
2017	egg_005	no		yes		yes	1	34	1_34_2017	1	34	1_34_2017	6		379592	4706701																																	
2017	egg_006	no		yes		yes	1	34	1_34_2017	1	34	1_34_2017	6		379592	4706701																																	
2018	egg_007	no		yes		yes				1	12	1_12_2018	6		379652	4706662																																	
2018	egg_008	no		yes		yes				1	17	1_17_2018	5		379629	4706700																																	
2018	egg_009	no		yes		yes				1	32	1_32_2018	5		379572	4706724																																	
2018	egg_010	no		yes		yes				1	32	1_32_2018	5		379572	4706724																																	
2018	egg_011	no		yes		yes				1	32	1_32_2018	5		379572	4706724																																	
2017	egg_012	no		yes		yes	1	38	1_38_2017	1	38	1_38_2017	5		379554	4706678																																	
2017	egg_013	no		yes		yes	1	41	1_41_2017	1	41	1_41_2017	6		379547	4706737																																	
2017	egg_014	no		yes		yes	1	47	1_47_2017	1	47	1_47_2017	5		379574	4706895																																	
2017	egg_015	no		yes		yes	1	47	1_47_2017	1	47	1_47_2017	5		379574	4706895																																	
2019	egg_016	no		yes		yes				1	47	1_47_2019	5		379574	4706895																																	
2018	egg_017	no		yes		yes				1	48	1_48_2018	5		379596	4706889																																	
2019	egg_018	no		yes		yes				1	58	1_58_2019	4		379590	4706930																																	
2019	egg_019	no		yes		yes				1	58	1_58_2019	4		379590	4706930																																	
2017	egg_020	no		yes		yes	1	60	1_60_2017	1	60	1_60_2017	6		379582	4706932																																	
2017	egg_021	no		yes		yes	1	60	1_60_2017	1	60	1_60_2017	6		379582	4706932																																	
2017	egg_022	no		yes		yes	1	62	1_62_2017	1	62	1_62_2017	5		379545	4706959																																	
2018	egg_023	no		yes		yes				1	69	1_69_2018	5		379501	4706972																																	
2018	egg_024	no		yes		yes				1	69	1_69_2018	5		379501	4706972																																	
2018	egg_025	no		yes		yes				1	69	1_69_2018	5		379501	4706972																																	
2018	egg_026	no		yes		yes				1	69	1_69_2018	5		379501	4706972																																	
2017	egg_027	no		yes		yes	1	70	1_70_2017	1	70	1_70_2017	5		379512	4706995																																	
2018	egg_028	no		yes		yes				1	75	1_75_2018	6		379471	4706936																																	
2018	egg_029	no		yes		yes				1	75	1_75_2018	6		379471	4706936																																	
2018	egg_030	no		yes		yes				1	75	1_75_2018	6		379471	4706936																																	
2017	egg_031	no		yes		yes	1	77	1_77_2017	1	77	1_77_2017	6		379431	4706907																																	
2017	egg_032	no		yes		yes	1	77	1_77_2017	1	77	1_77_2017	6		379431	4706907																																	
2017	egg_033	no		yes		yes	1	77	1_77_2017	1	77	1_77_2017	6		379431	4706907																																	
2017	egg_034	no		yes		yes	1	80	1_80_2017	1	80	1_80_2017	5		379500	4706912																																	
2017	egg_035	no		yes		yes	1	81	1_81_2017	1	81	1_81_2017	5		379528	4706915																																	
2017	egg_036	no		yes		yes	1	83	1_83_2017	1	83	1_83_2017	6		379567	4706919																																	
2017	egg_037	no		yes		yes	1	83	1_83_2017	1	83	1_83_2017	6		379567	4706919																																	
2017	egg_038	no		yes		yes	1	83	1_83_2017	1	83	1_83_2017	6		379567	4706919																																	
2017	egg_039	no		yes		yes	1	85	1_85_2017	1	85	1_85_2017	6		379561	4706889																																	
2017	egg_040	no		yes		yes	1	85	1_85_2017	1	85	1_85_2017	6		379561	4706889																																	
2018	egg_041	no		yes		yes				1	85	1_85_2018	5		379561	4706889																																	
2019	egg_042	no		yes		yes				1	86	1_86_2019	5		379545	4706871																																	
2019	egg_043	no		yes		yes				1	86	1_86_2019	5		379545	4706871																																	
2019	egg_044	no		yes		yes				1	86	1_86_2019	5		379545	4706871																																	
2017	egg_045	no		yes		yes	1	92	1_92_2017	1	92	1_92_2017	5		379460	4706874																																	
2017	egg_046	no		yes		yes	1	92	1_92_2017	1	92	1_92_2017	5		379460	4706874																																	
2017	egg_047	no		yes		yes	1	92	1_92_2017	1	92	1_92_2017	5		379460	4706874																																	
2018	egg_048	no		yes		yes				1	92	1_92_2018	4		379460	4706874																																	
2018	egg_049	no		yes		yes				1	92	1_92_2018	4		379460	4706874																																	
2017	egg_050	no		yes		yes	1	99	1_99_2017	1	99	1_99_2017	5		379440	4706841																																	
2017	egg_051	no		yes		yes	1	99	1_99_2017	1	99	1_99_2017	5		379440	4706841																																	
2017	egg_052	no		yes		yes	1	99	1_99_2017	1	99	1_99_2017	5		379440	4706841																																	
2018	egg_053	no		yes		yes				1	104	1_104_2018	4		379539	4706845																																	
2018	egg_054	no		yes		yes				1	104	1_104_2018	4		379539	4706845																																	
2019	egg_055	no		yes		yes				1	105	1_105_2019	5		379556	4706847																																	
2017	egg_056	no		yes		yes	1	106	1_106_2017	1	106	1_106_2017	7		379458	4706954																																	
2017	egg_057	no		yes		yes	1	114	1_114_2017	1	114	1_114_2017	5		379423	4706950																																	
2017	egg_058	no		yes		yes	1	114	1_114_2017	1	114	1_114_2017	5		379423	4706950																																	
2017	egg_059	no		yes		yes	1	121	1_121_2017	1	121	1_121_2017	5		379536	4706821																																	
2018	egg_060	no		yes		yes				1	121	1_121_2018	6		379536	4706821																																	
2018	egg_061	no		yes		yes				1	121	1_121_2018	6		379536	4706821																																	
2018	egg_062	no		yes		yes				1	121	1_121_2018	6		379536	4706821																																	
2018	egg_063	no		yes		yes				1	121	1_121_2018	6		379536	4706821																																	
2019	egg_064	no		yes		yes				1	134	1_134_2019	6		379502	4706763																																	
2019	egg_065	no		yes		yes				1	134	1_134_2019	6		379502	4706763																																	
2019	egg_066	no		yes		yes				1	134	1_134_2019	6		379502	4706763																																	
2019	egg_067	no		yes		yes				1	134	1_134_2019	6		379502	4706763																																	
2018	egg_068	no		yes		yes				1	301	1_301_2018	6		379611	4706831																																	
2018	egg_069	no		yes		yes				1	301	1_301_2018	6		379611	4706831																																	
2018	egg_070	no		yes		yes				1	308	1_308_2018	6		379670	4706724																																	
2018	egg_071	no		yes		yes				1	421	1_421_2018	7		379750	4706997																																	
2018	egg_072	no		yes		yes				1	421	1_421_2018	7		379750	4706997																																	
2017	egg_073	no		yes		yes	2	2	2_2_2017	2	2	2_2_2017	5		382080	4706577																																	
2018	egg_074	no		yes		yes				2	2	2_2_2018	5		382080	4706577																																	
2018	egg_075	no		yes		yes				2	2	2_2_2018	5		382080	4706577																																	
2019	egg_076	no		yes		yes				2	3	2_3_2019	5		382059	4706577																																	
2019	egg_077	no		yes		yes				2	3	2_3_2019	5		382059	4706577																																	
2019	egg_078	no		yes		yes				2	3	2_3_2019	5		382059	4706577																																	
2017	egg_079	no		yes		yes	2	5	2_5_2017	2	5	2_5_2017	2		382020	4706576																																	
2018	egg_080	no		yes		yes				2	6	2_6_2018	6		382003	4706575																																	
2018	egg_081	no		yes		yes				2	6	2_6_2018	6		382003	4706575																																	
2018	egg_082	no		yes		yes				2	6	2_6_2018	6		382003	4706575																																	
2019	egg_083	no		yes		yes				2	6	2_6_2019	5		382003	4706575																																	
2019	egg_084	no		yes		yes				2	6	2_6_2019	5		382003	4706575																																	
2019	egg_085	no		yes		yes				2	6	2_6_2019	5		382003	4706575																																	
2018	egg_086	no		yes		yes				2	8	2_8_2018	6		381964	4706575																																	
2018	egg_087	no		yes		yes				2	8	2_8_2018	6		381964	4706575																																	
2019	egg_088	no		yes		yes				2	9	2_9_2019	5		381946	4706574																																	
2019	egg_089	no		yes		yes				2	12	2_12_2019	5		381888	4706574																																	
2019	egg_090	no		yes		yes				2	12	2_12_2019	5		381888	4706574																																	
2019	egg_091	no		yes		yes				2	12	2_12_2019	5		381888	4706574																																	
2019	egg_092	no		yes		yes				2	12	2_12_2019	5		381888	4706574																																	
2018	egg_093	no		yes		yes				2	14	2_14_2018	5		381851	4706573																																	
2019	egg_094	no		yes		yes				2	14	2_14_2019	5		381851	4706573																																	
2019	egg_095	no		yes		yes				2	14	2_14_2019	5		381851	4706573																																	
2017	egg_096	no		yes		yes	2	15	2_15_2017	2	15	2_15_2017	5		381832	4706573																																	
2019	egg_097	no		yes		yes				2	15	2_15_2019	5		381832	4706573																																	
2019	egg_098	no		yes		yes				2	15	2_15_2019	5		381832	4706573																																	
2017	egg_099	no		yes		yes	2	17	2_17_2017	2	17	2_17_2017	4		381794	4706573																																	
2018	egg_100	no		yes		yes				2	18	2_18_2018	6		381778	4706573																																	
2019	egg_101	no		yes		yes				2	19	2_19_2019	5		381757	4706573																																	
2019	egg_102	no		yes		yes				2	19	2_19_2019	5		381757	4706573																																	
2019	egg_103	no		yes		yes				2	19	2_19_2019	5		381757	4706573																																	
2019	egg_104	no		yes		yes				2	20	2_20_2019	6		381735	4706572																																	
2019	egg_105	no		yes		yes				2	20	2_20_2019	6		381735	4706572																																	
2018	egg_106	no		yes		yes				2	21	2_21_2018	6		381736	4706534																																	
2018	egg_107	no		yes		yes				2	21	2_21_2018	6		381736	4706534																																	
2018	egg_108	no		yes		yes				2	21	2_21_2018	6		381736	4706534																																	
2018	egg_109	no		yes		yes				2	21	2_21_2018	6		381736	4706534																																	
2018	egg_110	no		yes		yes				2	21	2_21_2018	6		381736	4706534																																	
2018	egg_111	no		yes		yes				2	22	2_22_2018	5		381758	4706534																																	
2019	egg_112	no		yes		yes				2	22	2_22_2019	7		381758	4706534																																	
2019	egg_113	no		yes		yes				2	22	2_22_2019	7		381758	4706534																																	
2019	egg_114	no		yes		yes				2	22	2_22_2019	7		381758	4706534																																	
2019	egg_115	no		yes		yes				2	22	2_22_2019	7		381758	4706534																																	
2019	egg_116	no		yes		yes				2	22	2_22_2019	7		381758	4706534																																	
2019	egg_117	no		yes		yes				2	22	2_22_2019	7		381758	4706534																																	
2017	egg_118	no		yes		yes	2	25	2_25_2017	2	25	2_25_2017	6		381817	4706535																																	
2017	egg_119	no		yes		yes	2	25	2_25_2017	2	25	2_25_2017	6		381817	4706535																																	
2019	egg_120	no		yes		yes				2	25	2_25_2019	5		381817	4706535																																	
2019	egg_121	no		yes		yes				2	25	2_25_2019	5		381817	4706535																																	
2017	egg_122	no		yes		yes	2	27	2_27_2017	2	27	2_27_2017	5		381855	4706536																																	
2017	egg_123	no		yes		yes	2	27	2_27_2017	2	27	2_27_2017	5		381855	4706536																																	
2018	egg_124	no		yes		yes				2	27	2_27_2018	6		381855	4706536																																	
2018	egg_125	no		yes		yes				2	27	2_27_2018	6		381855	4706536																																	
2018	egg_126	no		yes		yes				2	27	2_27_2018	6		381855	4706536																																	
2019	egg_127	no		yes		yes				2	29	2_29_2019	6		381893	4706536																																	
2019	egg_128	no		yes		yes				2	29	2_29_2019	6		381893	4706536																																	
2019	egg_129	no		yes		yes				2	29	2_29_2019	6		381893	4706536																																	
2018	egg_130	no		yes		yes				2	30	2_30_2018	4		381912	4706537																																	
2018	egg_131	no		yes		yes				2	30	2_30_2018	4		381912	4706537																																	
2019	egg_132	no		yes		yes				2	31	2_31_2019	6		381932	4706537																																	
2019	egg_133	no		yes		yes				2	31	2_31_2019	6		381932	4706537																																	
2019	egg_134	no		yes		yes				2	31	2_31_2019	6		381932	4706537																																	
2018	egg_135	no		yes		yes				2	32	2_32_2018	6		381950	4706538																																	
2018	egg_136	no		yes		yes				2	32	2_32_2018	6		381950	4706538																																	
2018	egg_137	no		yes		yes				2	32	2_32_2018	6		381950	4706538																																	
2017	egg_138	no		yes		yes	2	34	2_34_2017	2	34	2_34_2017	6		381987	4706538																																	
2018	egg_139	no		yes		yes				2	34	2_34_2018	5		381987	4706538																																	
2018	egg_140	no		yes		yes				2	34	2_34_2018	5		381987	4706538																																	
2018	egg_141	no		yes		yes				2	34	2_34_2018	5		381987	4706538																																	
2019	egg_142	no		yes		yes				2	34	2_34_2019	5		381987	4706538																																	
2019	egg_143	no		yes		yes				2	35	2_35_2019	5		382003	4706538																																	
2019	egg_144	no		yes		yes				2	35	2_35_2019	5		382003	4706538																																	
2019	egg_145	no		yes		yes				2	35	2_35_2019	5		382003	4706538																																	
2019	egg_146	no		yes		yes				2	36	2_36_2019	5		382023	4706538																																	
2018	egg_147	no		yes		yes				2	37	2_37_2018	5		382042	4706538																																	
2019	egg_148	no		yes		yes				2	37	2_37_2019	5		382042	4706538																																	
2018	egg_149	no		yes		yes				2	38	2_38_2018	5		382062	4706539																																	
2018	egg_150	no		yes		yes				2	38	2_38_2018	5		382062	4706539																																	
2018	egg_151	no		yes		yes				2	42	2_42_2018	5		382078	4706498																																	
2018	egg_152	no		yes		yes				2	42	2_42_2018	5		382078	4706498																																	
2018	egg_153	no		yes		yes				2	49	2_49_2018	5		381945	4706495																																	
2018	egg_154	no		yes		yes				2	49	2_49_2018	5		381945	4706495																																	
2018	egg_155	no		yes		yes				2	49	2_49_2018	5		381945	4706495																																	
2018	egg_156	no		yes		yes				2	51	2_51_2018	5		381909	4706495																																	
2018	egg_157	no		yes		yes				2	51	2_51_2018	5		381909	4706495																																	
2017	egg_158	no		yes		yes	2	54	2_54_2017	2	54	2_54_2017	7		381852	4706494																																	
2019	egg_159	no		yes		yes				2	54	2_54_2019	6		381852	4706494																																	
2019	egg_160	no		yes		yes				2	57	2_57_2019	5		381795	4706493																																	
2019	egg_161	no		yes		yes				2	57	2_57_2019	5		381795	4706493																																	
2019	egg_162	no		yes		yes				2	62	2_62_2019	5		381715	4706524																																	
2019	egg_163	no		yes		yes				2	62	2_62_2019	5		381715	4706524																																	
2019	egg_164	no		yes		yes				2	62	2_62_2019	5		381715	4706524																																	
2017	egg_165	no		yes		yes	2	64	2_64_2017	2	64	2_64_2017	4		381716	4706561																																	
2018	egg_166	no		yes		yes				2	64	2_64_2018	5		381716	4706561																																	
2018	egg_167	no		yes		yes				2	64	2_64_2018	5		381716	4706561																																	
2019	egg_168	no		yes		yes				2	64	2_64_2019	6		381716	4706561																																	
2019	egg_169	no		yes		yes				2	64	2_64_2019	6		381716	4706561																																	
2019	egg_170	no		yes		yes				2	64	2_64_2019	6		381716	4706561																																	
2018	egg_171	no		yes		yes				2	67	2_67_2018	5		381715	4706614																																	
2017	egg_172	no		yes		yes	2	68	2_68_2017	2	68	2_68_2017	5		381714	4706637																																	
2017	egg_173	no		yes		yes	2	68	2_68_2017	2	68	2_68_2017	5		381714	4706637																																	
2019	egg_174	no		yes		yes				2	68	2_68_2019	8		381714	4706637																																	
2019	egg_175	no		yes		yes				2	68	2_68_2019	8		381714	4706637																																	
2018	egg_176	no		yes		yes				2	71	2_71_2018	6		381714	4706705																																	
2018	egg_177	no		yes		yes				2	71	2_71_2018	6		381714	4706705																																	
2018	egg_178	no		yes		yes				2	71	2_71_2018	6		381714	4706705																																	
2018	egg_179	no		yes		yes				2	71	2_71_2018	6		381714	4706705																																	
2019	egg_180	no		yes		yes				2	72	2_72_2019	5		381740	4706705																																	
2019	egg_181	no		yes		yes				2	75	2_75_2019	6		381796	4706685																																	
2019	egg_182	no		yes		yes				2	75	2_75_2019	6		381796	4706685																																	
2019	egg_183	no		yes		yes				2	75	2_75_2019	6		381796	4706685																																	
2018	egg_184	no		yes		yes				2	80	2_80_2018	6		381894	4706686																																	
2018	egg_185	no		yes		yes				2	80	2_80_2018	6		381894	4706686																																	
2018	egg_186	no		yes		yes				2	80	2_80_2018	6		381894	4706686																																	
2019	egg_187	no		yes		yes				2	80	2_80_2019	6		381894	4706686																																	
2019	egg_188	no		yes		yes				2	82	2_82_2019	6		381934	4706686																																	
2019	egg_189	no		yes		yes				2	82	2_82_2019	6		381934	4706686																																	
2019	egg_190	no		yes		yes				2	85	2_85_2019	6		381995	4706686																																	
2019	egg_191	no		yes		yes				2	85	2_85_2019	6		381995	4706686																																	
2019	egg_192	no		yes		yes				2	85	2_85_2019	6		381995	4706686																																	
2019	egg_193	no		yes		yes				2	85	2_85_2019	6		381995	4706686																																	
2019	egg_194	no		yes		yes				2	94	2_94_2019	6		382001	4706664																																	
2019	egg_195	no		yes		yes				2	94	2_94_2019	6		382001	4706664																																	
2017	egg_196	no		yes		yes	2	95	2_95_2017	2	95	2_95_2017	7		381984	4706664																																	
2018	egg_197	no		yes		yes				2	95	2_95_2018	5		381984	4706664																																	
2018	egg_198	no		yes		yes				2	95	2_95_2018	5		381984	4706664																																	
2018	egg_199	no		yes		yes				2	95	2_95_2018	5		381984	4706664																																	
2019	egg_200	no		yes		yes				2	101	2_101_2019	6		381869	4706663																																	
2019	egg_201	no		yes		yes				2	101	2_101_2019	6		381869	4706663																																	
2018	egg_202	no		yes		yes				2	103	2_103_2018	6		381832	4706663																																	
2019	egg_203	no		yes		yes				2	103	2_103_2019	6		381832	4706663																																	
2019	egg_204	no		yes		yes				2	103	2_103_2019	6		381832	4706663																																	
2017	egg_205	no		yes		yes	2	104	2_104_2017	2	104	2_104_2017	6		381811	4706662																																	
2017	egg_206	no		yes		yes	2	104	2_104_2017	2	104	2_104_2017	6		381811	4706662																																	
2017	egg_207	no		yes		yes	2	104	2_104_2017	2	104	2_104_2017	6		381811	4706662																																	
2018	egg_208	no		yes		yes				2	105	2_105_2018	7		381794	4706662																																	
2018	egg_209	no		yes		yes				2	105	2_105_2018	7		381794	4706662																																	
2018	egg_210	no		yes		yes				2	105	2_105_2018	7		381794	4706662																																	
2018	egg_211	no		yes		yes				2	105	2_105_2018	7		381794	4706662																																	
2018	egg_212	no		yes		yes				2	105	2_105_2018	7		381794	4706662																																	
2019	egg_213	no		yes		yes				2	105	2_105_2019	6		381794	4706662																																	
2019	egg_214	no		yes		yes				2	105	2_105_2019	6		381794	4706662																																	
2019	egg_215	no		yes		yes				2	107	2_107_2019	7		381755	4706661																																	
2019	egg_216	no		yes		yes				2	107	2_107_2019	7		381755	4706661																																	
2019	egg_217	no		yes		yes				2	107	2_107_2019	7		381755	4706661																																	
2019	egg_218	no		yes		yes				2	107	2_107_2019	7		381755	4706661																																	
2019	egg_219	no		yes		yes				2	107	2_107_2019	7		381755	4706661																																	
2019	egg_220	no		yes		yes				2	107	2_107_2019	7		381755	4706661																																	
2018	egg_221	no		yes		yes				2	109	2_109_2018	6		381738	4706622																																	
2018	egg_222	no		yes		yes				2	109	2_109_2018	6		381738	4706622																																	
2018	egg_223	no		yes		yes				2	109	2_109_2018	6		381738	4706622																																	
2018	egg_224	no		yes		yes				2	109	2_109_2018	6		381738	4706622																																	
2018	egg_225	no		yes		yes				2	109	2_109_2018	6		381738	4706622																																	
2019	egg_226	no		yes		yes				2	109	2_109_2019	5		381738	4706622																																	
2019	egg_227	no		yes		yes				2	109	2_109_2019	5		381738	4706622																																	
2019	egg_228	no		yes		yes				2	109	2_109_2019	5		381738	4706622																																	
2017	egg_229	no		yes		yes	2	110	2_110_2017	2	110	2_110_2017	5		381755	4706623																																	
2018	egg_230	no		yes		yes				2	112	2_112_2018	6		381794	4706623																																	
2018	egg_231	no		yes		yes				2	112	2_112_2018	6		381794	4706623																																	
2017	egg_232	no		yes		yes	2	113	2_113_2017	2	113	2_113_2017	5		381811	4706623																																	
2019	egg_233	no		yes		yes				2	113	2_113_2019	6		381811	4706623																																	
2019	egg_234	no		yes		yes				2	113	2_113_2019	6		381811	4706623																																	
2019	egg_235	no		yes		yes				2	113	2_113_2019	6		381811	4706623																																	
2019	egg_236	no		yes		yes				2	113	2_113_2019	6		381811	4706623																																	
2017	egg_237	no		yes		yes	2	114	2_114_2017	2	114	2_114_2017	6		381831	4706624																																	
2018	egg_238	no		yes		yes				2	114	2_114_2018	6		381831	4706624																																	
2018	egg_239	no		yes		yes				2	114	2_114_2018	6		381831	4706624																																	
2018	egg_240	no		yes		yes				2	114	2_114_2018	6		381831	4706624																																	
2018	egg_241	no		yes		yes				2	114	2_114_2018	6		381831	4706624																																	
2017	egg_242	no		yes		yes	2	116	2_116_2017	2	116	2_116_2017	6		381868	4706624																																	
2017	egg_243	no		yes		yes	2	116	2_116_2017	2	116	2_116_2017	6		381868	4706624																																	
2019	egg_244	no		yes		yes				2	116	2_116_2019	6		381868	4706624																																	
2019	egg_245	no		yes		yes				2	116	2_116_2019	6		381868	4706624																																	
2018	egg_246	no		yes		yes				2	117	2_117_2018	6		381887	4706624																																	
2018	egg_247	no		yes		yes				2	117	2_117_2018	6		381887	4706624																																	
2018	egg_248	no		yes		yes				2	117	2_117_2018	6		381887	4706624																																	
2019	egg_249	no		yes		yes				2	117	2_117_2019	6		381887	4706624																																	
2019	egg_250	no		yes		yes				2	117	2_117_2019	6		381887	4706624																																	
2019	egg_251	no		yes		yes				2	117	2_117_2019	6		381887	4706624																																	
2019	egg_252	no		yes		yes				2	118	2_118_2019	5		381906	4706623																																	
2019	egg_253	no		yes		yes				2	118	2_118_2019	5		381906	4706623																																	
2019	egg_254	no		yes		yes				2	118	2_118_2019	5		381906	4706623																																	
2019	egg_255	no		yes		yes				2	119	2_119_2019	5		381924	4706624																																	
2019	egg_256	no		yes		yes				2	120	2_120_2019	7		381943	4706624																																	
2019	egg_257	no		yes		yes				2	120	2_120_2019	7		381943	4706624																																	
2018	egg_258	no		yes		yes				2	121	2_121_2018	6		381962	4706625																																	
2019	egg_259	no		yes		yes				2	121	2_121_2019	4		381962	4706625																																	
2019	egg_260	no		yes		yes				2	122	2_122_2019	5		381982	4706625																																	
2019	egg_261	no		yes		yes				2	122	2_122_2019	5		381982	4706625																																	
2018	egg_262	no		yes		yes				2	124	2_124_2018	6		382020	4706625																																	
2018	egg_263	no		yes		yes				2	124	2_124_2018	6		382020	4706625																																	
2018	egg_264	no		yes		yes				2	124	2_124_2018	6		382020	4706625																																	
2018	egg_265	no		yes		yes				2	124	2_124_2018	6		382020	4706625																																	
2018	egg_266	no		yes		yes				2	124	2_124_2018	6		382020	4706625																																	
2017	egg_267	no		yes		yes	2	126	2_126_2017	2	126	2_126_2017	5		382058	4706627																																	
2017	egg_268	no		yes		yes	2	126	2_126_2017	2	126	2_126_2017	5		382058	4706627																																	
2018	egg_269	no		yes		yes				4	18	4_18_2018	6		387133	4701726																																	
2018	egg_270	no		yes		yes				4	18	4_18_2018	6		387133	4701726																																	
2018	egg_271	no		yes		yes				4	18	4_18_2018	6		387133	4701726																																	
2018	egg_272	no		yes		yes				4	18	4_18_2018	6		387133	4701726																																	
2018	egg_273	no		yes		yes				4	61	4_61_2018	6		387770	4701886																																	
2018	egg_274	no		yes		yes				4	62	4_62_2018	6		387754	4701925																																	
2018	egg_275	no		yes		yes				4	62	4_62_2018	6		387754	4701925																																	
2018	egg_276	no		yes		yes				4	62	4_62_2018	6		387754	4701925																																	
2018	egg_277	no		yes		yes				4	62	4_62_2018	6		387754	4701925																																	
2018	egg_278	no		yes		yes				4	63	4_63_2018	6		387744	4701963																																	
2018	egg_279	no		yes		yes				4	72	4_72_2018	6		387635	4702341																																	
2018	egg_280	no		yes		yes				4	80	4_80_2018	5		387613	4702593																																	
2018	egg_281	no		yes		yes				4	90	4_90_2018	6		387662	4702228																																	
2018	egg_282	no		yes		yes				4	90	4_90_2018	6		387662	4702228																																	
2018	egg_283	no		yes		yes				4	90	4_90_2018	6		387662	4702228																																	
2018	egg_284	no		yes		yes				4	101	4_101_2018	6		387684	4702053																																	
2018	egg_285	no		yes		yes				TH	2	TH_2_2018	5		382265	4699770																																	
